"Code","Name","Latitude","Longitude","YEAR","Depth","Reef Type","tCORALavg","tCORALstd","tFMAavg","tFMAstd","tLUTJavg","tLUTJstd","tSERRavg","tSERRstd","tCARAavg","tCARAstd","tSPHYavg","tSPHYstd","tCommBiomass","tACANavg","tACANstd","tSCARavg","tSCARstd","tHerbiBiomass"
"BZ1043","South Water Caye",16.6302,-88.2061,"2023",NA,"Lagoonal",17,13.928388,7.333333,9.994443,1294.1353877424,865.97178634972,63.726121285975,144.16555908964,60.948570982427,43.0971478453038,0,0,1418.8100800108,0,0,1756.522205176,3786.8641422991,3786.8641422991
"BZ1043","Southwater Caye",16.63021,-88.20611,"2006",NA,NA,NA,NA,NA,NA,516,440,0,0,6,20,117,370,639,1145,1940,86,138,1283
"BZ1043","Southwater Caye",16.63021,-88.20611,"2009",NA,NA,NA,NA,NA,NA,95,102,0,0,0,0,0,0,95,204,281,7,14,218
"BZ1043","Southwater Caye",16.63021,-88.20611,"2011",1.3,NA,17.5,7.87,2.17,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1043","Southwater Caye",16.63021,-88.20611,"2011",1.4,NA,NA,NA,NA,NA,144,236,2,8,0,0,0,0,146,258,294,49,142,400
"BZ1043A","Unknown Caye",16.63021,-88.20611,"2014",0.9,NA,13.67,8.82,6.67,6.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1043A","Unknown Caye",16.63021,-88.20611,"2014",1.2,NA,NA,NA,NA,NA,1317,935,9,30,14,40,155,265,1495,1129,1252,24,29,1158
"BZ1043A","Unknown Caye",16.63021,-88.20611,"2016",1.6,NA,10.5,9.48,18.5,16.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1043A","Unknown Caye",16.63021,-88.20611,"2016",4.4,NA,NA,NA,NA,NA,250,294,0,0,84,136,29,62,363,486,567,30,67,553
"BZ1044","South of Carrie Bow Caye",16.64572,-88.0662,"2011",6.7,NA,NA,NA,NA,NA,98,143,173,268,266,669,0,0,537,1342,1440,1134,687,2029
"BZ1044","South of Carrie Bow Caye",16.64572,-88.0662,"2011",8.1,NA,24.33,4.55,29,4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1044","South of Carrie Bow Caye",16.64572,-88.0662,"2014",4.7,NA,25,12.3,24,9.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1044","South of Carrie Bow Caye",16.64572,-88.0662,"2014",5.8,NA,NA,NA,NA,NA,325,568,0,0,6,20,0,0,331,1269,1253,526,360,1629
"BZ1044","South of Carrie Bow Caye",16.64572,-88.0662,"2016",5.6,NA,NA,NA,NA,NA,1,4,0,0,3,8,0,0,4,796,1199,425,286,1082
"BZ1044","South of Carrie Bow Caye",16.64572,-88.0662,"2016",6.2,NA,11.83,10.01,25.5,4.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1044","South of Carrie Bow Caye",16.64572,-88.06619,"2006",NA,NA,NA,NA,NA,NA,1998,2344,101,281,0,0,15,46,2114,1258,1070,1274,1072,2330
"BZ1044","South of Carrie Bow Caye",16.64572,-88.06619,"2009",NA,NA,NA,NA,NA,NA,22,43,20,63,148,317,88,278,278,363,374,87,26,389
"BZ1045","Glover’s Reef Southwest",16.72,-87.8387,"2023",NA,"Atoll",27.333333,9.893881,9.75,7.163274,220.06004083335,172.43186705268,183.38516220863,320.53293442317,173.37486424877,122.594542197602,0,0,576.82006729075,767.23890145349,536.46427691823,2788.1209623471,2119.9539559111,2887.19285736459
"BZ1045","Glovers Reef Southwest",16.72,-87.8387,"2006",NA,NA,NA,NA,NA,NA,700,853,337,511,441,473,117,370,1595,3077,2024,781,685,3762
"BZ1045","Glovers Reef Southwest",16.72,-87.8387,"2009",NA,NA,NA,NA,NA,NA,36,115,48,115,3,4,0,0,87,472,310,180,195,667
"BZ1045","Glovers Reef Southwest",16.72,-87.8387,"2011",8.2,NA,NA,NA,NA,NA,0,0,344,1056,27,48,0,0,371,2224,1767,426,885,3109
"BZ1045","Glovers Reef Southwest",16.72,-87.8387,"2011",8.8,NA,22,7.21,13.25,8.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1045","Glovers Reef Southwest",16.72,-87.8387,"2014",6.7,NA,20.83,9.24,35.17,9.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1045","Glovers Reef Southwest",16.72,-87.8387,"2014",9.7,NA,NA,NA,NA,NA,150,337,259,517,8,21,90,271,507,1498,1791,1052,1717,3215
"BZ1045","Glovers Reef Southwest",16.72,-87.8387,"2016",7.8,NA,NA,NA,NA,NA,3,9,3,6,28,89,0,0,34,3849,4053,550,883,4732
"BZ1045","Glovers Reef Southwest",16.72,-87.8387,"2016",11,NA,20.17,11.23,13.5,5.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1045","Glovers Reef Southwest",16.72,-87.8387,"2021",6.2,NA,NA,NA,NA,NA,203,310,114,357,1,3,0,0,318,319,471,121,161,480
"BZ1045","Glovers Reef Southwest",16.72,-87.8387,"2021",7.5,NA,28.17,13.23,17.17,11.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1046","Southwater Caye Reef, Sandfly Reef",16.69184,-88.17238,"2006",NA,NA,NA,NA,NA,NA,105,238,0,0,0,0,0,0,105,1561,1382,254,232,1793
"BZ1047","Glover’s Reef",16.7705,-87.8716,"2023",NA,"Atoll",27.666667,7.824463,2.916667,3.167763,576.42723529082,1032.0782972156,493.26379309985,886.75712103732,11.015361035213,7.78903648521718,0,0,1080.70638942588,292.05701096259,237.04736574281,8096.9445123495,5143.3060478528,5435.36305881539
"BZ1047","Glovers Reef",16.77047,-87.87164,"2006",NA,NA,NA,NA,NA,NA,763,730,160,214,97,185,6,20,1026,1141,579,558,667,1808
"BZ1048","Southwater Caye Reef, Tobacco Range",16.88154,-88.06266,"2006",NA,NA,NA,NA,NA,NA,258,554,98,206,0,0,0,0,356,1480,1601,500,414,1894
"BZ1049","Glovers Reef",16.7841,-87.75241,"2006",NA,NA,NA,NA,NA,NA,543,700,123,172,416,1195,234,740,1316,1059,863,658,407,1466
"BZ1049","Glovers Reef",16.7841,-87.75241,"2021",4.6,NA,NA,NA,NA,NA,864,899,49,155,27,80,0,0,940,1176,2338,308,263,1439
"BZ1049","Glovers Reef",16.7841,-87.75241,"2021",6.1,NA,27.83,18.84,19.83,10.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1049","Glovers Reef, Glovers Reef",16.7841,-87.7524,"2023",NA,"Atoll",31.666667,14.476034,30.416667,15.155903,409.39069555372,599.10309781671,46.928972980129,115.53764888939,0,0,0,0,456.319668533849,583.28743940775,557.05321148929,1980.9470274634,2489.8702863959,3073.15772580365
"BZ1050","Glover's Northeast",16.88532,-87.70304,"2018",9.9,NA,NA,NA,NA,NA,0,0,71,226,0,0,0,0,71,876,1028,82,110,986
"BZ1050","Glover's Northeast",16.88532,-87.70304,"2018",10,NA,32.17,6.62,10.67,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1050","Glover's Reef Northeast",16.8853,-87.703,"2023",NA,"Atoll",26.333333,8.076028,10.333333,7.570043,152.79626962288,301.02645531018,157.49768571302,305.93356623958,0,0,132.6964894597,398.08946837911,442.9904447956,430.67409815064,415.39883550788,4280.4287543268,4218.7627791646,4649.43687731524
"BZ1050","Glover's Reef Northeast",16.88532,-87.70304,"2006",NA,NA,NA,NA,NA,NA,1070,1555,759,982,273,563,117,370,2219,824,482,612,449,1273
"BZ1050","Glover's Reef Northeast",16.88532,-87.70304,"2009",NA,NA,NA,NA,NA,NA,0,0,61,136,29,89,18,46,108,194,153,69,31,225
"BZ1050","Glover's Reef Northeast",16.88532,-87.70304,"2011",8.1,NA,NA,NA,NA,NA,268,415,128,372,0,0,0,0,396,1070,1008,352,284,1354
"BZ1050","Glover's Reef Northeast",16.88532,-87.70304,"2011",9.2,NA,22.67,9.58,10.42,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1050","Glover's Reef Northeast",16.88532,-87.70304,"2014",8.8,NA,22.83,6.65,36,3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1050","Glover's Reef Northeast",16.88532,-87.70304,"2014",9.2,NA,NA,NA,NA,NA,172,411,30,64,6,20,0,0,208,385,383,45,38,423
"BZ1050","Glover's Reef Northeast",16.88532,-87.70304,"2016",8,NA,16.67,9.52,16.83,6.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1050","Glover's Reef Northeast",16.88532,-87.70304,"2016",9.4,NA,NA,NA,NA,NA,125,396,139,289,3,8,0,0,267,785,948,214,191,976
"BZ1050","Glover's Reef Northeast",16.88532,-87.70304,"2021",7.5,NA,NA,NA,NA,NA,75,123,2,4,0,0,0,0,77,361,736,38,43,404
"BZ1050","Glover's Reef Northeast",16.88532,-87.70304,"2021",10,NA,21.5,9.85,14.83,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1051","Southwater Caye Reef, Cross Caye",16.95482,-88.03917,"2006",NA,NA,NA,NA,NA,NA,911,1049,334,371,84,267,0,0,1329,5512,10698,706,675,6187
"BZ1052","Glover's Reef Northeast",16.8856,-87.8102,"2006",NA,NA,NA,NA,NA,NA,747,604,108,173,92,183,702,818,1649,1920,1584,739,723,2643
"BZ1052","Glover's Reef Northeast",16.8856,-87.8102,"2009",NA,NA,NA,NA,NA,NA,151,103,5,8,2,4,0,0,158,690,484,62,27,717
"BZ1052","Glover's Reef Northeast",16.8856,-87.8102,"2011",4.9,NA,18.17,6.31,22.25,6.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1052","Glover's Reef Northeast",16.8856,-87.8102,"2011",5.3,NA,NA,NA,NA,NA,220,320,64,166,21,60,0,0,305,5524,9951,132,175,5699
"BZ1052","Glover's Reef Northeast",16.8856,-87.8102,"2014",4.6,NA,13,4.6,31.17,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1052","Glover's Reef Northeast",16.8856,-87.8102,"2014",7.8,NA,NA,NA,NA,NA,120,242,76,151,19,43,41,129,256,590,514,95,108,698
"BZ1052","Glover's Reef Northeast",16.8856,-87.8102,"2016",5.3,NA,17.5,6.57,13.83,6.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1052","Glover's Reef Northeast",16.8856,-87.8102,"2016",5.4,NA,NA,NA,NA,NA,244,288,421,533,1255,3845,0,0,1920,3058,2427,470,637,3695
"BZ1052","Glover's Reef Northwest",16.8856,-87.8102,"2021",5.4,NA,NA,NA,NA,NA,210,322,48,65,2,4,0,0,260,566,548,80,121,687
"BZ1052","Glover's Reef Northwest",16.8856,-87.8102,"2021",8.8,NA,28.33,9.27,4.5,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1052","Glover's Reef Northwest(east)",16.8856,-87.8102,"2023",NA,"Atoll",33.166667,11.710631,5.25,4.811012,855.3368298384,1637.8221964327,784.81998709501,1081.0705630876,95.319528921573,67.4010852799515,0,0,1735.47634585498,102.68363551353,79.631667577475,5359.611574423,6977.6542860429,7080.33792155643
"BZ1053","Cross Caye",17.02288,-87.99887,"2006",NA,NA,NA,NA,NA,NA,263,539,72,126,6,20,0,0,341,764,674,207,200,964
"BZ1055","Lighthouse",17.13201,-87.603,"2006",NA,NA,NA,NA,NA,NA,19,55,43,127,0,0,120,369,182,549,439,263,122,671
"BZ1055",NA,17.132,-87.603,"2018",6.4,NA,NA,NA,NA,NA,201,600,0,0,62,194,0,0,263,858,761,525,348,1206
"BZ1055",NA,17.132,-87.603,"2018",7,NA,26.5,18.79,9.58,6.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1057","West of Hat Caye",17.1692,-87.6317,"2006",NA,NA,NA,NA,NA,NA,321,490,143,349,1,3,18,56,483,510,521,466,717,1227
"BZ1057","West of Hat Caye",17.1692,-87.6317,"2009",NA,NA,NA,NA,NA,NA,228,328,169,354,13,27,0,0,410,1316,520,276,281,1597
"BZ1057","West of Hat Caye",17.1692,-87.6317,"2011",10,NA,27.2,5.67,23.6,20.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1057","West of Hat Caye",17.1692,-87.6317,"2011",10.2,NA,NA,NA,NA,NA,12,33,7,8,0,0,0,0,19,121,94,81,101,222
"BZ1057","West of Hat Caye",17.1692,-87.6317,"2013",9.2,NA,NA,NA,NA,NA,203,323,98,221,42,88,15,46,358,482,543,231,283,765
"BZ1057","West of Hat Caye",17.1692,-87.6317,"2013",9.5,NA,20.5,5.75,33.33,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1057","West of Hat Caye",17.1692,-87.6317,"2016",9.6,NA,25.33,5.85,34.17,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1057","West of Hat Caye",17.1692,-87.6317,"2016",11,NA,NA,NA,NA,NA,1365,2179,51,139,933,2640,307,719,2656,1315,1246,952,616,1931
"BZ1058","Jack Attack",17.15152,-88.04665,"2006",NA,NA,NA,NA,NA,NA,257,219,1,4,13,27,41,129,312,694,495,428,272,966
"BZ1059","Turneffe",17.2561,-87.82563,"2006",NA,NA,NA,NA,NA,NA,234,380,98,146,0,0,3,10,335,640,606,181,219,859
"BZ1062","1062DFR",17.2603,-87.961,"2023",NA,"Atoll",12.5,7.653975,3.833333,3.236081,246.48336960539,561.96102309212,53.354006309493,120.19042677576,0,0,0,0,299.837375914883,140.26267588819,144.15761421933,832.49797415658,1137.7846521645,1278.04732805269
"BZ1062","Turneffe",17.2617,-87.9604,"2006",NA,NA,NA,NA,NA,NA,227,684,34,57,33,58,0,0,294,270,340,140,92,362
"BZ1063","Lighthouse",17.3513,-87.482,"2006",NA,NA,NA,NA,NA,NA,183,232,30,49,34,89,0,0,247,1104,1303,568,295,1399
"BZ1063","Lighthouse",17.3513,-87.482,"2018",11.7,NA,NA,NA,NA,NA,67,213,129,339,540,866,498,1574,1234,963,1247,942,665,1628
"BZ1063","Lighthouse",17.3513,-87.482,"2018",12.5,NA,16.17,13.21,20.42,8.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1064","Paranga Grounding",17.3185,-88.0425,"2023",NA,"Barrier",12.166667,12.562068,4.583333,4.127314,281.83688103995,306.11511017432,4.3988716361489,13.196614908447,343.424368464143,226.441245051455,0,0,629.660121140242,647.96877042206,711.63489708654,1749.1147768717,2094.6055596346,2742.57433005666
"BZ1064","Paranga Grounding Site",17.31848,-88.04253,"2006",NA,NA,NA,NA,NA,NA,70,115,87,141,6,20,0,0,163,1547,984,181,129,1676
"BZ1064","Paranga Grounding Site",17.31848,-88.04253,"2009",NA,NA,NA,NA,NA,NA,51,114,43,127,7,20,0,0,101,611,811,310,444,1055
"BZ1064","Paranga Grounding Site",17.31848,-88.0425,"2011",4.1,NA,NA,NA,NA,NA,578,1034,0,0,0,0,0,0,578,2264,3964,1474,1511,3775
"BZ1064","Paranga Grounding Site",17.31848,-88.0425,"2011",4.8,NA,11.67,5.24,17.67,4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1064","Paranga Grounding Site",17.31848,-88.0425,"2014",4.5,NA,NA,NA,NA,NA,1287,3783,0,0,44,83,0,0,1331,793,752,604,735,1528
"BZ1064","Paranga Grounding Site",17.31848,-88.0425,"2014",4.7,NA,7.33,8.24,22.17,12.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1064","Paranga Grounding Site",17.31848,-88.0425,"2016",4.5,NA,10.83,6.79,10.5,7.84,0,0,0,0,0,0,0,0,0,858,696,506,316,1174
"BZ1064","Paranga Grounding Site",17.31848,-88.0425,"2021",4.3,NA,NA,NA,NA,NA,279,320,45,138,176,412,0,0,500,4531,3065,311,273,4804
"BZ1064","Paranga Grounding Site",17.31848,-88.0425,"2021",5.4,NA,27.67,10.03,1.83,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1067","Turneffe",17.47326,-87.88196,"2006",NA,NA,NA,NA,NA,NA,104,100,59,155,125,248,0,0,288,1467,798,1218,3374,4841
"BZ1068","Sandbore SPAG site",17.4303,-87.45177,"2006",NA,NA,NA,NA,NA,NA,44,85,388,985,1,3,0,0,433,974,843,1383,944,1918
"BZ1068","Sandbore SPAG site",17.4303,-87.45177,"2009",NA,NA,NA,NA,NA,NA,389,593,9,28,67,199,3,10,468,1337,1128,577,354,1691
"BZ1068","Sandbore SPAG site",17.4303,-87.45177,"2012",8.7,NA,15.2,6.83,13.2,13.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1068","Sandbore SPAG site",17.4303,-87.45177,"2012",9.2,NA,NA,NA,NA,NA,355,495,10,29,130,320,0,0,495,3572,3116,608,677,4249
"BZ1068","Sandbore SPAG site",17.4303,-87.45177,"2013",8.3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1309,933,240,230,1539
"BZ1068","Sandbore SPAG site",17.4303,-87.45177,"2013",9.2,NA,13.5,9.5,15.33,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1068","Sandbore SPAG site",17.4303,-87.45177,"2016",8.2,NA,17.33,7.06,13.83,8.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1068","Sandbore SPAG site",17.4303,-87.45177,"2016",9.2,NA,NA,NA,NA,NA,14,38,0,0,0,0,0,0,14,1110,676,754,398,1508
"BZ1070","North Gallows",17.4882,-88.04193,"2006",NA,NA,NA,NA,NA,NA,508,1252,89,165,158,501,0,0,755,881,894,295,247,1128
"BZ1070","North Gallows",17.4882,-88.04193,"2021",3.5,NA,NA,NA,NA,NA,103,189,65,138,6,20,0,0,174,1773,1159,1440,3384,5157
"BZ1070","North Gallows",17.4882,-88.04193,"2021",3.9,NA,30.5,8.64,4,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1071","Turneffe",17.4792,-87.7848,"2006",NA,NA,NA,NA,NA,NA,267,298,35,64,6,20,0,0,308,880,334,467,232,1112
"BZ1072","Lighthouse",17.4548,-87.52,"2006",NA,NA,NA,NA,NA,NA,366,1081,87,178,6,20,15,46,474,485,293,514,1294,1779
"BZ1074","Long Caye",17.66449,-88.01603,"2006",NA,NA,NA,NA,NA,NA,95,211,284,407,112,271,15,46,506,906,902,844,833,1739
"BZ1075","Turneffe",17.59921,-87.74409,"2006",NA,NA,NA,NA,NA,NA,191,355,20,45,0,0,0,0,211,1914,2760,430,327,2241
"BZ1076","Caye Caulker",17.77032,-87.99541,"2006",NA,NA,NA,NA,NA,NA,202,575,13,36,0,0,0,0,215,632,504,1137,936,1568
"BZ1076B","Mackerel Hole",17.77042,-87.99141,"2013",13.7,NA,NA,NA,NA,NA,280,319,223,370,50,61,0,0,553,456,478,921,746,1202
"BZ1076B","Mackerel Hole",17.77042,-87.99141,"2013",15.5,NA,9.83,2.48,34.75,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1076B","Mackerel Hole",17.77042,-87.99141,"2016",12.5,NA,8.83,5.27,47,15.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1076B","Mackerel Hole",17.77042,-87.99141,"2016",18,NA,NA,NA,NA,NA,331,519,0,0,1879,5091,0,0,2210,900,619,1490,1883,2783
"BZ1077","Coral Gardens",17.8193,-87.9869,"2023",NA,"Barrier",4.666667,2.687419,33.5,3.947573,393.08508884996,626.98372115135,0,0,0,0,0,0,393.08508884996,233.76394546254,237.66165440003,992.48325739804,984.35579101597,1218.11973647851
"BZ1077","Coral Gardens",17.81931,-87.98686,"2006",NA,NA,NA,NA,NA,NA,172,298,0,0,0,0,0,0,172,485,353,387,360,845
"BZ1077","Coral Gardens",17.81931,-87.98686,"2021",6.6,NA,NA,NA,NA,NA,332,458,0,0,0,0,0,0,332,1243,1304,293,403,1646
"BZ1077","Coral Gardens",17.81931,-87.98686,"2021",6.8,NA,12.17,1.94,13.83,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1078","Cypress",17.8823,-87.96763,"2006",NA,NA,NA,NA,NA,NA,9,28,0,0,0,0,0,0,9,181,253,424,479,660
"BZ1079","Tres Cocos",17.93406,-87.93876,"2006",NA,NA,NA,NA,NA,NA,198,161,101,205,76,239,0,0,375,779,514,773,710,1489
"BZ1079","Tres Cocos",17.93406,-87.93876,"2009",NA,NA,NA,NA,NA,NA,0,0,2,8,0,0,0,0,2,481,448,121,227,708
"BZ1079","Tres Cocos",17.93406,-87.93876,"2012",9.3,NA,20.33,7.17,32.67,4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1079","Tres Cocos",17.93406,-87.93876,"2012",11.9,NA,NA,NA,NA,NA,0,0,63,76,13,40,0,0,76,136,115,24,24,160
"BZ1079","Tres Cocos",17.93406,-87.93876,"2021",7.7,NA,NA,NA,NA,NA,150,474,11,36,0,0,0,0,161,2810,3395,459,245,3055
"BZ1079","Tres Cocos",17.93406,-87.93876,"2021",7.9,NA,17.5,3.67,20,6.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1079","Tres Cocos",17.9341,-87.9388,"2023",NA,"Barrier",13,6.733003,40.416667,9.597815,423.71032906459,719.55920252239,0,0,0,0,0,0,423.71032906459,258.79542020978,306.70879781104,1514.5989059053,2320.2615479119,2579.05696812168
"BZ1080","Basil Jones",18.08799,-87.86372,"2006",NA,NA,NA,NA,NA,NA,158,333,83,178,0,0,0,0,241,969,1204,554,330,1299
"BZ1080","Basil Jones",18.08799,-87.86372,"2011",12.2,NA,15,7.72,32.33,6.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1080","Basil Jones",18.08799,-87.86372,"2011",14.6,NA,NA,NA,NA,NA,30,82,369,1048,0,0,0,0,399,97,130,14,15,112
"BZ1080","Basil Jones",18.08799,-87.86372,"2021",6.5,NA,NA,NA,NA,NA,207,398,2,5,171,498,0,0,380,2481,4056,577,271,2752
"BZ1080","Basil Jones",18.08799,-87.86372,"2021",7.9,NA,14.5,3.62,18,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1080","Basil Jones",18.088,-87.8637,"2023",NA,"Barrier",7.833333,4.561311,32.583333,7.764324,747.06984138593,920.95991089964,110.6550942661,156.52759363398,111.76166740619,79.0274328996325,0,0,969.48660305822,337.99574955006,319.65361996394,2003.3249676534,1609.4600567259,1947.45580627596
"BZ1081","Bacalar Chico / North of Alleys",18.17546,-87.828,"2006",NA,NA,NA,NA,NA,NA,34,106,49,155,0,0,0,0,83,39,66,555,356,395
"BZ1081","Bacalar Chico / North of Alleys",18.17546,-87.828,"2012",4.9,NA,NA,NA,NA,NA,34,106,0,0,0,0,0,0,34,117,217,557,556,673
"BZ1081","Bacalar Chico / North of Alleys",18.17546,-87.828,"2012",5.1,NA,3.29,1.8,21.43,8.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1081","Bacalar Chico / North of Alleys",18.17546,-87.828,"2014",4.8,NA,2.17,2.32,14.33,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1081","Bacalar Chico / North of Alleys",18.17546,-87.828,"2014",5.5,NA,NA,NA,NA,NA,14,30,0,0,0,0,0,0,14,282,409,199,189,471
"BZ1081","North of Alleys",18.17546,-87.828,"2021",7.8,NA,NA,NA,NA,NA,480,1181,0,0,0,0,205,649,685,1558,1706,1139,1350,2908
"BZ1081","North of Alleys",18.17546,-87.828,"2021",9.1,NA,17.33,5.79,28.58,19.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1094","Range",16.4811,-88.2768,"2006",NA,NA,NA,NA,NA,NA,1104,1351,1,4,557,1294,59,186,1721,2697,3415,452,917,3614
"BZ1098","Traps Caye",16.4953,-88.1685,"2023",NA,"Lagoonal",14.583333,3.855912,3.5,1.384437,348.82894511683,418.18600363785,93.857945960258,169.60320706188,0,0,0,0,442.686891077088,76.836568900686,122.61786088691,3415.0144684983,2348.4783142331,2425.31488313379
"BZ1098","Traps Caye, Moho",16.4953,-88.1685,"2006",NA,NA,NA,NA,NA,NA,1327,1498,2,8,27,60,41,129,1397,1448,2064,40,74,1522
"BZ1098","Traps Caye, Moho",16.4953,-88.1685,"2021",5.6,NA,6.83,3.06,11.83,9.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1098","Traps Caye, Moho",16.4953,-88.1685,"2021",5.9,NA,NA,NA,NA,NA,17,37,28,63,10,31,0,0,55,906,1185,9,28,934
"BZ1100","Baker Caye",16.5509,-88.1996,"2006",NA,NA,NA,NA,NA,NA,340,385,2,8,30,71,0,0,372,225,208,95,131,356
"BZ1100","Baker Caye",16.5509,-88.1996,"2009",NA,NA,NA,NA,NA,NA,52,87,9,28,8,20,18,46,87,329,588,189,270,599
"BZ1100","Baker Caye",16.5509,-88.1996,"2021",2.8,NA,NA,NA,NA,NA,34,106,0,0,0,0,0,0,34,255,398,0,0,255
"BZ1100","Baker Caye",16.5509,-88.1996,"2021",3.2,NA,10.5,4.04,18.67,18.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1100","Baker Caye",16.5509,-88.1996,"2023",NA,"Bank",19,13.316656,27,11.015141,232.22244535257,344.70179761273,0,0,496.81179452849,351.298988884553,0,0,729.03423988106,0,0,88.606596382602,144.40113096352,144.40113096352
"BZ1100","Baker Caye",16.55156,-88.19962,"2011",2.7,NA,18.33,10.21,6.75,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1100","Baker Caye",16.55156,-88.19962,"2011",3.5,NA,NA,NA,NA,NA,58,92,0,0,0,0,0,0,58,117,100,0,0,117
"BZ1100","Baker Caye",16.55156,-88.1996,"2014",1.5,NA,NA,NA,NA,NA,17,37,0,0,0,0,0,0,17,89,65,0,0,89
"BZ1100","Baker Caye",16.55156,-88.1996,"2014",2.1,NA,7,2.9,23.5,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1100","Baker Caye",16.55156,-88.1996,"2016",2.2,NA,12.33,12.55,27.83,18.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BZ1100","Baker Caye",16.55156,-88.1996,"2016",3.4,NA,NA,NA,NA,NA,17,55,0,0,0,0,0,0,17,13,22,3,9,22
"BZ1101",NA,16.55,-88.089,"2006",NA,NA,NA,NA,NA,NA,558,1005,22,46,185,397,41,129,806,1598,1990,142,231,1829
